,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
767,Movie,Presto,United States,Doug Sweetland,Unknown,2008,"November 12, 2019",G,5 min,"Animation, Family, Kids",7.788
299,Movie,Fantastic Mr. Fox,"United States, United Kingdom",Wes Anderson,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson",2009,"May 22, 2020",PG,88 min,"Animation, Comedy, Crime",7.786
371,Movie,Descendants 3,United States,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey",2019,"February 2, 2020",TV-G,109 min,"Coming of Age, Fantasy, Musical",7.753
9,Movie,Baymax!,Unknown,Unknown,Unknown,2021,"November 12, 2021",TV-G,1 min,Animation,7.735
464,Movie,Big Hero 6,United States,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",2014,"November 12, 2019",PG,105 min,"Action-Adventure, Animation, Family",7.735
244,Movie,Beauty and the Beast,United States,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Josh Gad, Ewan McGregor",2017,"August 21, 2020",PG,138 min,"Family, Fantasy, Musical",7.734
339,Movie,Onward,United States,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez, Kyle Bornheimer",2020,"April 3, 2020",PG,103 min,"Action-Adventure, Animation, Comedy",7.721
936,Movie,The Sound of Music,United States,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",1965,"November 12, 2019",G,175 min,"Biographical, Family, Historical",7.703
890,Movie,The Incredibles,United States,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton",2004,"November 12, 2019",PG,116 min,"Action-Adventure, Animation, Family",7.703
347,Movie,The Straight Story,"France, United Kingdom, United States",David Lynch,"Richard Farnsworth, Sissy Spacek, Harry Stanton, Everett McGill, John Farley, Kevin Farley",1999,"April 3, 2020",G,112 min,"Biographical, Drama",7.7
624,Movie,Into the Grand Canyon,United States,Pete McBride,Unknown,2019,"November 12, 2019",TV-PG,82 min,"Action-Adventure, Animals & Nature, Documentary",7.7
552,Movie,Empire of Dreams: The Story of the Star Wars Trilogy,United States,"Edith Becker, Kevin Burns","Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",2004,"November 12, 2019",TV-14,151 min,Documentary,7.7
515,Movie,Decorating Disney: Holiday Magic,United States,Unknown,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",2017,"November 12, 2019",TV-PG,42 min,"Documentary, Family, Reality",7.7
223,Movie,Lost on Everest,United States,Renan Ozturk,Tate Donovan,2020,"October 16, 2020",TV-14,60 min,"Animals & Nature, Documentary, Survival",7.7
685,Movie,Marvel Studios' Captain America: The Winter Soldier,United States,"Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo",2014,"November 12, 2019",PG-13,138 min,"Action-Adventure, Science Fiction, Superhero",7.7
1015,Movie,Zootopia,United States,"Byron Howard, Rich Moore","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt",2016,"November 12, 2019",PG,109 min,"Animation, Comedy, Family",7.7
462,Movie,Before the Flood,United States,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",2016,"November 12, 2019",TV-14,96 min,Documentary,7.693
580,Movie,Geri's Game,United States,Jan Pinkava,Bob Peterson,1997,"November 12, 2019",G,5 min,"Animation, Family, Kids",7.685
314,Movie,The Princess Bride,"United Kingdom, United States",Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant",1987,"May 1, 2020",PG,99 min,"Action-Adventure, Comedy, Family",7.676
690,Movie,Marvel Studios' Iron Man 2,United States,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Clark Gregg",2010,"November 12, 2019",PG-13,125 min,"Action-Adventure, Science Fiction, Superhero",7.639
689,Movie,Marvel Studios' Iron Man,"United States, Canada",Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub",2008,"November 12, 2019",PG-13,127 min,"Action-Adventure, Science Fiction, Superhero",7.639
579,Movie,George & A.J.,United States,Josh Cooley,"Jason Topolski, A.J. Riebli  III, Steve Purcell, Peter Sohn, Bob Peterson, Kim Donovan",2009,"November 12, 2019",TV-G,4 min,"Animation, Comedy, Family",7.627
194,Movie,Anastasia,United States,"Don Bluth, Gary Goldman","Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd, Hank Azaria, Bernadette Peters",1997,"December 4, 2020",G,95 min,"Animation, Family, Fantasy",7.613
247,Movie,Disney Zombies 2,United States,Paul Hoen,"Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Chandler Kinney",2020,"August 14, 2020",TV-G,84 min,"Coming of Age, Fantasy, Musical",7.602
836,Movie,Tangled,United States,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor",2010,"November 12, 2019",PG,101 min,"Action-Adventure, Animation, Family",7.601
637,Movie,Journey to Shark Eden,United States,Unknown,Salvatore Vecchio,2010,"November 12, 2019",TV-G,47 min,"Action-Adventure, Animals & Nature, Documentary",7.6
193,Movie,Safety,United States,Reginald Hudlin,"Jay Reeves, Thaddeus J. Mixson, Corinne Foxx, Matthew Glave, James Badge Dale, Hunter Sansone",2020,"December 11, 2020",PG,123 min,"Biographical, Drama, Sports",7.6
61,Movie,The Fault in Our Stars,United States,Josh Boone,"Shailene Woodley, Ansel Elgort, Laura Dern, Sam Trammell, Nat Wolff, Willem Dafoe",2014,"September 24, 2021",PG-13,127 min,"Coming of Age, Drama, Romance",7.6
456,Movie,Bao,"United States, Canada",Domee Shi,Unknown,2018,"November 12, 2019",G,8 min,"Animation, Family, Fantasy",7.6
291,Movie,Walt & El Grupo,United States,Theodore Thomas,Unknown,2009,"June 12, 2020",PG,108 min,"Documentary, Historical",7.6
703,Movie,Mickey's Christmas Carol,United States,Burny Mattinson,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan, Eddy Carroll, Patricia Parris",1983,"November 12, 2019",G,26 min,"Animation, Comedy, Family",7.6
14,Movie,Get a Horse!,United States,Lauren MacMullan,"Walt Disney, Marcellite Garner, Russi Taylor, Billy Bletcher, Will Ryan, Bob Bergen",2013,"November 12, 2021",G,7 min,"Action-Adventure, Animation, Comedy",7.6
1008,Movie,You Wish!,"New Zealand, United States",Paul Hoen,"A.J. Trauth, Spencer Breslin, Lalaine , Sally Stockwell, Peter Feeney, Tim Reid",2003,"November 12, 2019",TV-G,88 min,"Coming of Age, Drama, Fantasy",7.6
676,Movie,Mars: Inside SpaceX,United States,Julia Reagan,Unknown,2018,"November 12, 2019",TV-PG,47 min,Documentary,7.6
1019,Movie,Justin Morgan had a Horse,United States,Hollingsworth Morse,"Don Murray, Lana Wood, R.G. Armstrong, Gary Crosby, John Smith, E.W. Firestone",1972,"October 1, 2019",TV-G,88 min,"Animals & Nature, Biographical, Drama",7.6
779,Movie,Remember the Titans,United States,Boaz Yakin,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",2000,"November 12, 2019",PG,114 min,"Drama, Historical, Sports",7.6
410,Movie,Marvel Studios' Thor: Ragnarok,United States,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson",2017,"December 5, 2019",PG-13,132 min,"Action-Adventure, Comedy, Fantasy",7.595
642,Movie,Jungle Cat,United States,James Algar,Winston Hibler,1960,"November 12, 2019",TV-PG,70 min,"Animals & Nature, Documentary, Family",7.594
443,Movie,Amy,United States,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",1981,"November 12, 2019",G,100 min,"Drama, Family",7.591
970,Movie,Toy Story 2,United States,John Lasseter,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney",1999,"November 12, 2019",G,93 min,"Action-Adventure, Animation, Comedy",7.587
22,Movie,Shang-Chi and The Legend of The Ten Rings,"United States, Australia",Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Leung, Michelle Yeoh, Meng'er Zhang, Ben Kingsley",2021,"November 12, 2021",PG-13,134 min,"Action-Adventure, Fantasy, Superhero",7.584
424,Movie,10 Things I Hate About You,United States,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan",1999,"November 12, 2019",PG-13,98 min,"Comedy, Coming of Age, Romance",7.584
451,Movie,Avatar,United States,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",2009,"November 12, 2019",PG-13,162 min,"Action-Adventure, Science Fiction",7.574
695,Movie,Mary Poppins,United States,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice",1964,"November 12, 2019",G,142 min,"Family, Fantasy, Musical",7.571
873,Movie,The Emperor's New Groove,United States,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Eli Linnetz",2000,"November 12, 2019",G,82 min,"Action-Adventure, Animation, Family",7.549
163,Movie,The Book of Life,Unknown,Jorge R. Gutiérrez,"Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman, Christina Applegate, Ice Cube",2014,"February 19, 2021",PG,101 min,"Action-Adventure, Animation, Comedy",7.54
861,Movie,The Blue Umbrella,United States,Saschka Unseld,Sarah Jaffe,2013,"November 12, 2019",G,7 min,"Animation, Family, Kids",7.536
